Name	Set	ImageFile	Variety	Rarity	Type	Color	Lv	Grow Cost	Cost	Limit	Power	Restriction	[Guard]	Script	Burst	Text
Carnelian, Natural Stone	Stirred Selector	WX02-033	SIGNI	R	Nature Spirit: Gem	R	1				1000			<s><l>Reveal top card</l><f>/vp1at1</f></s>	Draw a card.	{Action} (Down) Reveal the top card of your deck. If it is an <Ore> or <Gem> SIGNI, add it to your hand.
Unwanted Impulse	Stirred Selector	WX02-034	Spell	R		R			1R1G			Yuzuki Only			If there are both red and green cards in your Ener Zone, banish one SIGNI.	If there are both red and green cards in your Ener Zone, banish one SIGNI.
Code Art C-P-U	Stirred Selector	WX02-035	SIGNI	R	Machine Spirit: Electric Machine	U	3				7000				Ener Charge 1	{On-Play} (Discard one <Electric Machine> SIGNI from your hand) Freeze one of your opponent's SIGNI. Then, draw a card. (Frozen SIGNI do not Up during the next Up Phase.)
Code Art G-R-B	Stirred Selector	WX02-036	SIGNI	R	Machine Spirit: Electric Machine	U	1				1000			<s><l>Reveal top card</l><f>/vp1at1</f></s>	Draw a card.	{Action} (Down) Reveal the top card of your deck. If it is a <Electric Machine> SIGNI, add it to your hand.
SPRASH	Stirred Selector	WX02-037	Spell	R		U			1U1C						Draw a card. If there is a <Water Beast> SIGNI on your side of the field, draw an additional card.	Banish one of your <Water Beast> SIGNI. If you do, draw two cards.
Kiji, Phantom Beast	Stirred Selector	WX02-038	SIGNI	R	Living Spirit: Sky Beast	G	3				7000				Ener Charge 1	{On-Play} (Discard one <Sky Beast> or <Earth> SIGNI from your hand) Add the top two cards of your deck to your Ener Zone.
Hachi, Phantom Beast	Stirred Selector	WX02-039	SIGNI	R	Living Spirit: Earth Beast	G	1				1000			<s><l>Reveal top card</l><f>/vp1at1</f></s>	Draw a card.	{Action} (Down) Reveal the top card of your deck. If it is an <Sky Beast> or <Earth> SIGNI, add it to your hand.
Plant Wear	Stirred Selector	WX02-040	Spell	R		G			2G3C						During your next turn, all of your SIGNI gain Lancer.	Until the end of the turn, all of your <Sky Beast>, <Earth> and <Plant> SIGNI gain Lancer.
Heavy Loss	Stirred Selector	WX02-041	Spell	R		G			2G			Midoriko Only			Banish one of your opponent's SIGNI with a power of 12000 or more.	Banish one of your opponent's SIGNI with a power of 10000 or more.
Code Anti Palbek	Stirred Selector	WX02-042	SIGNI	R	Machine Spirit: Ancient Weapon	B	4				10000			<s><l>Search trash</l><f>/vp2at40</f></s>		{Action} (B, Down) Play one SIGNI from your trash to the field.
Code Anti Kythera	Stirred Selector	WX02-043	SIGNI	R	Machine Spirit: Ancient Weapon	B	3				7000			<s><l>Reveal top 3</l><f>/vp1at3</f></s>		{Action} (Down) Reveal the top three cards of your deck. Add one <Ancient Weapon> SIGNI from among them to your hand, and send the rest to the trash.
Baal, Reason of the Mortal Sin	Stirred Selector	WX02-044	SIGNI	R	Image Spirit: Devil	B	1				1000			<s><l>Reveal top card</l><f>/vp1at1</f></s>	Draw a card.	{Action} (Down) Reveal the top card of your deck. If it is a <Devil> SIGNI, add it to your hand.
Sacrifice Slash	Stirred Selector	WX02-045	Spell	R		B			3B			Ulith Only			Banish one of your opponent's SIGNI.	Banish one of your SIGNI. If you do, banish one of your opponent's SIGNI.
Kiuael, Faint Smile of Sacrifice	Stirred Selector	WX02-046	SIGNI	C	Image Spirit: Angel	W	3				8000					{Constant} As long as there is another <Angel> SIGNI on your side of the field, this SIGNI's power is 12000.
Ciel, Ficticious Love	Stirred Selector	WX02-047	SIGNI	C	Image Spirit: Angel	W	2				5000					{Constant} As long as there is another <Angel> SIGNI on your side of the field, this SIGNI's power is 8000.
Magatama, Treasured Instrument	Stirred Selector	WX02-048	SIGNI	C	War Spirit: Arm	W	2				3000	Tama Only				{On-Play} Look at the top three cards of your deck, and then return them to the top of your deck in any order.
Saniel, Focus of Philanthropy	Stirred Selector	WX02-049	SIGNI	C	Image Spirit: Angel	W	1				2000					{Constant} As long as there is another <Angel> SIGNI on your side of the field, this SIGNI's power is 5000.
Sword Ability	Stirred Selector	WX02-050	Spell	C		W			2W					<s><l>Search deck</l><f>/vp1pt40</f></s>		Search your deck for one <Arm> and one <Angel> SIGNI, reveal them, and add them to your hand. Your deck is then shuffled.
Launchergear, Roaring Gun	Stirred Selector	WX02-051	SIGNI	C	War Spirit: Weapon	R	3				8000					{Constant} As long as there is another <Weapon> SIGNI on your side of the field, this SIGNI's power is 12000.
MP5, Explosive Gun	Stirred Selector	WX02-052	SIGNI	C	War Spirit: Weapon	R	2				5000					{Constant} As long as there is another <Weapon> SIGNI on your side of the field, this SIGNI's power is 8000.
Hisui, Natural Stone	Stirred Selector	WX02-053	SIGNI	C	Nature Spirit: Gem	R	2				3000	Hanayo Only				{On-Play} Banish one of your opponent's SIGNI with a power of 2000 or less.
Smith, Small Gun	Stirred Selector	WX02-054	SIGNI	C	War Spirit: Weapon	R	1				2000					{Constant} As long as there is another <Weapon> SIGNI on your side of the field, this SIGNI's power is 5000.
Jeweled Sword of Shining Desire	Stirred Selector	WX02-055	Spell	C		R			1R							Until the end of the turn, one of your <Ore>, <Gem> or <Weapon> SIGNI gains [Double Crush].
Octo, Water Phantom	Stirred Selector	WX02-056	SIGNI	C	Living Spirit: Water Beast	U	3				8000					{Constant} As long as there is another <Water Beast> SIGNI on your side of the field, this SIGNI's power is 12000.
Pearl, Water Phantom	Stirred Selector	WX02-057	SIGNI	C	Living Spirit: Water Beast	U	2				5000					{Constant} As long as there is another <Water Beast> SIGNI on your side of the field, this SIGNI's power is 8000.
Code Art M-M-R	Stirred Selector	WX02-058	SIGNI	C	Machine Spirit: Electric Machine	U	2				3000					{On-Play} Draw a card. Then, discard a card.
Kozame, Water Phantom	Stirred Selector	WX02-059	SIGNI	C	Living Spirit: Water Beast	U	1				2000					{Constant} As long as there is another <Water Beast> SIGNI on your side of the field, this SIGNI's power is 5000.
SEARCHER	Stirred Selector	WX02-060	Spell	C		U			1C					<s><l>Search deck</l><f>/vp1pt40</f></s>	Search your deck for one Spell card, reveal it, and add it to your hand. Your deck is then shuffled.	Search your deck for one Spell card, reveal it, and add it to your hand. Your deck is then shuffled.
BLUEGAIN	Stirred Selector	WX02-061	Spell	C		U			1U1C							Draw a card for each <Electric Machine> and <Water Beast> SIGNI on your side of the field.
Mizuaoi, Natural Plant	Stirred Selector	WX02-062	SIGNI	C	Nature Spirit: Plant	G	3				8000					{Constant} As long as there is another <Plant> SIGNI on your side of the field, this SIGNI's power is 12000.
Lotus, Natural Plant	Stirred Selector	WX02-063	SIGNI	C	Nature Spirit: Plant	G	2				5000					{Constant} As long as there is another <Plant> SIGNI on your side of the field, this SIGNI's power is 8000.
Monkey, Natural Beast	Stirred Selector	WX02-064	SIGNI	C	Living Spirit: Earth Beast	G	2				1000	Midoriko Only				{On-Play} Move the top card of your deck to your Ener Zone.
Suberia, Natural Plant	Stirred Selector	WX02-065	SIGNI	C	Nature Spirit: Plant	G	1				2000					{Constant} As long as there is another <Plant> SIGNI on your side of the field, this SIGNI's power is 5000.
Abundance	Stirred Selector	WX02-066	Spell	C		G			1G							Move one card from the top of your deck to your Ener Zone for each <Sky Beast>, <Earth> and <Plant> SIGNI on your side of the field.
Lilith, Recurring Nightmare	Stirred Selector	WX02-067	SIGNI	C	Image Spirit: Devil	B	4				15000					
Morriga, Devil's Bravery	Stirred Selector	WX02-068	SIGNI	C	Image Spirit: Devil	B	3				8000	Ulith Only			Banish one of your opponent's level 2 or lower SIGNI.	{On-Play} (Discard one <Devil> SIGNI from your hand) Until the end of the turn, one of your opponent's SIGNI gets -5000 power. (SIGNI with a power of 0 or less are banished.)
Code Anti Nebra	Stirred Selector	WX02-069	SIGNI	C	Machine Spirit: Ancient Weapon	B	3				8000			<s><l>Search trash</l><f>/vp2at40</f></s>		{Action} (BB) Play this SIGNI from your trash to the field. (This ability can only be used when this SIGNI is in the trash.)
Anima, Reaper of Truth	Stirred Selector	WX02-070	SIGNI	C	Image Spirit: Devil	B	2				3000					{On-Play} Move the top three cards of your deck to the trash.
Code Anti Delhi	Stirred Selector	WX02-071	SIGNI	C	Machine Spirit: Ancient Weapon	B	2				5000			<s><l>Search trash</l><f>/vp2at40</f></s>		{Action} (BC) Play this SIGNI from your trash to the field. (This ability can only be used when this SIGNI is in the trash.)
Code Anti Machupi	Stirred Selector	WX02-072	SIGNI	C	Machine Spirit: Ancient Weapon	B	2				3000					{Action} (Down, Discard a card) Until the end of the turn, one of your opponent's SIGNI gets -5000 power. (SIGNI with a power of 0 or less are banished.)
Code Anti Texahammer	Stirred Selector	WX02-073	SIGNI	R	Machine Spirit: Ancient Weapon	B	1				1000				Draw a card.	When this SIGNI is sent to the trash from your deck, you may play it to the field.
Grim, Melancholy of Lesser Sins	Stirred Selector	WX02-074	SIGNI	C	Image Spirit: Devil	B	1				2000	Ulith Only				{Constant} As long as there are two or more cards in your trash, this SIGNI's power is 5000.
Grave Maker	Stirred Selector	WX02-075	Spell	C		B			0B							Move the top 6 cards of your deck to your trash.
Servant Q2	Stirred Selector	WX02-076	SIGNI	C	Origin Spirit	C	4				10000		Yes			[Guard]: Discard this card to negate a LRIG's attack once. || {Constant} [Multi-Ener]: When paying a cost, this card may count as any color.
Servant T2	Stirred Selector	WX02-077	SIGNI	C	Origin Spirit	C	3				7000		Yes			[Guard]: Discard this card to negate a LRIG's attack once. || {Constant} [Multi-Ener]: When paying a cost, this card may count as any color.
Servant D2	Stirred Selector	WX02-078	SIGNI	C	Origin Spirit	C	2				3000		Yes			[Guard]: Discard this card to negate a LRIG's attack once. || {Constant} [Multi-Ener]: When paying a cost, this card may count as any color.
Servant O2	Stirred Selector	WX02-079	SIGNI	C	Origin Spirit	C	1				1000		Yes			[Guard]: Discard this card to negate a LRIG's attack once. || {Constant} [Multi-Ener]: When paying a cost, this card may count as any color.
Recalled Blessing	Stirred Selector	WX02-080	Spell	C		C			2C					<s><l>Search trash</l><f>/vp2at40</f></s>	Add one SIGNI from your trash to your hand.	Add one SIGNI from your trash to your hand.
Umuru=Fyra, Wielder of the Key of Creation	Spread Selector	WX03-001,white	LRIG	LR	Umuru	B	4	3B		11						{Action} (2B, Put one of your <Ancient Weapon> SIGNI into the trash) Banish a SIGNI with the same level as the SIGNI you put into the trash by this effect.
Holy Act	Spread Selector	WX03-002,white	ARTS	LR		W			2W3C							[Timing: Main Phase] If your opponent's LRIG is black, this card's cost is 2W. || Put one of your opponent's non-<Angel> SIGNI into the trash.
Gorgeous Hellfire	Spread Selector	WX03-003,white	ARTS	LR		R			2R3C							[Timing: Main Phase; Attack Phase;] If your opponent's LRIG is green, this card's cost is 2R. || Banish one of your opponent's SIGNI with power 15000 or less.
Two Dust	Spread Selector	WX03-004,white	ARTS	LR		U			1U3C							[Timing: Main Phase] If your opponent's LRIG is red, this card's cost becomes 1U. || Choose two cards in your opponent's hand without looking, and discard them.
Restructure	Spread Selector	WX03-005,white	ARTS	LR		G			1G3C							[Timing: Main Phase; Attack Phase] If your opponent's LRIG is blue, this cost of this card becomes 1G. || Add the top card of your deck to your Life Cloth.
Tamayorihime, Sky Miko	Spread Selector	WX03-006,white	LRIG	LC	Tama	W	4	2W		12						
Hanayo Pure Four	Spread Selector	WX03-007,white	LRIG	LC	Hanayo	R	4	2R		12						
Code Piruluk Sigma	Spread Selector	WX03-008,white	LRIG	LC	Piruluk	U	4	2U		12						
Midoriko, Type Four	Spread Selector	WX03-009,white	LRIG	LC	Midoriko	G	4	2G		12						
Ulith, Black Sand Enma	Spread Selector	WX03-010,white	LRIG	LC	Ulith	B	4	2B		12						
Umuru=Tre, Wielder of the Key of Creation	Spread Selector	WX03-011,white	LRIG	LC	Umuru	B	3	2B		7				<s><l>Search trash</l><f>/vp2at40</f></s>		{On-Play} (1B) Put an <Ancient Weapon> SIGNI into play from your trash.
Umuru=Tva, Wielder of the Key of Creation	Spread Selector	WX03-012,white	LRIG	LC	Umuru	B	2	1B		4				<s><l>Search deck</l><f>/vp1pt40</f></s>		{On-Play} (1B) Search your deck for a card and put it into the trash. Then shuffle your deck.
Umuru=Ett, Wielder of the Key of Creation	Spread Selector	WX03-013,white	LRIG	LC	Umuru	B	1	0B		1						{On-Play} Discard a card from your hand. Draw a card.
Dead Splash	Spread Selector	WX03-014,white	ARTS	LC		B			1B3C							[Timing: Main Phase; Attack Phase] If your opponent's LRIG is white, this card's cost is 1B. || Put a black SIGNI into play from your trash.
Death Colossao	Spread Selector	WX03-015,white	ARTS	LC		B			3B			Umuru Only				[Timing: Main Phase; Attack Phase] You may put all of your SIGNI in the trash. If three SIGNI with different levels were put into the trash this way, banish all of your opponent's SIGNI.
Rabiel, Protector of Holy Arts	Spread Selector	WX03-016	SIGNI	SR	Image Spirit: Angel	W	2				5000					{On-Play} (1W, Put a white ARTS from your LRIG Deck into the LRIG Trash) Return one of your opponent's SIGNI to their hand.
Pencilrocket, Explosive Gun	Spread Selector	WX03-017	SIGNI	SR	War Spirit: Weapon	R	2				5000					{On-Play} (2R, Put a red ARTS from your LRIG Deck into the LRIG Trash) Banish one of your opponent's SIGNI with power 10000 or less.
Kareira, Water Phantom	Spread Selector	WX03-018	SIGNI	SR	Living Spirit: Water Beast	U	2				5000					{On-Play} (1U, Put a blue ARTS from your LRIG Deck into the LRIG Trash) Draw two cards.
Marigold, Natural Plant	Spread Selector	WX03-019	SIGNI	SR	Nature Spirit: Plant	G	2				5000					{On-Play] (Put a green ARTS from your LRIG Deck into the LRIG Trash) Put the top two cards of your deck into the Ener Zone.
Code Anti Partheno	Spread Selector	WX03-020	SIGNI	SR	Machine Spirit: Ancient Weapon	B	4				12000	Umuru Only		<s><l>Search trash</l><f>/vp2at40</f></s>	Choose one of the following: {1} Put an <Ancient Weapon> SIGNI into play from your trash. {2} Banish one of your opponent's level 2 or less SIGNI.	{On-Play} (2B) Put a SIGNI into play from your trash. || {Constant} When one of your SIGNI comes into play from your trash, until end of turn, all of your SIGNI get +2000 power.
Lost Technology	Spread Selector	WX03-021	Spell	SR		B			1B			Umuru Only				You may put all of your SIGNI in the trash. If three <Ancient Weapon> SIGNI were put into the trash this way, crush two of your opponent's Life Cloth.
Samidare, Ultimate Sword	Spread Selector	WX03-022	SIGNI	R	War Spirit: Arm	W	4				12000			<s><l>Search deck</l><f>/vp1pt40</f></s>		{On-Play} (1R) Search your deck for a <Weapon> SIGNI, reveal it, and add it to your hand. Then shuffle your deck.
Kakumaru, Hand Sword	Spread Selector	WX03-023	SIGNI	R	War Spirit: Arm	W	2				5000			<s><l>Search deck</l><f>/vp1pt40</f></s>		{On-Play} (1R1W) Search your deck for an Ayabon, Hand Grenade and put it onto the field. Then shuffle your deck. || {Constant} As long as you have an Ayabon, Hand Grenade on the field, this SIGNI's power is 8000.
Get Grow	Spread Selector	WX03-024	Spell	R		W			1W			Tama Only			During your next turn, the grow cost of LRIGs in your LRIG Deck is 0C.	Grow your LRIG into another LRIG from your LRIG Deck with the same level as your LRIG without paying it's grow cost.
Shizuku, Natural Stone	Spread Selector	WX03-025	SIGNI	R	Nature Spirit: Gem	R	4				12000			<s><l>Search deck</l><f>/vp1pt40</f></s>		{On-Play} (1G) Search your deck for a <Plant> SIGNI, reveal it, and add it to your hand. Then shuffle your deck.
Ayabon, Hand Grenade	Spread Selector	WX03-026	SIGNI	R	War Spirit: Weapon	R	2				5000					{Constant} As long as you have a Kakumaru, Hand Sword on the field, this SIGNI's power is 8000. || [Constant} As long as there are seven or more cards in your LRIG Trash, this card gets [Double Crush].
End of Eternity	Spread Selector	WX03-027	Spell	R		R			1R			Hanayo Only			During your next turn, the grow cost of LRIGs in your LRIG Deck is 0C.	Grow your LRIG into another LRIG from your LRIG Deck with the same level as your LRIG without paying it's grow cost.
Code Art R-G-N	Spread Selector	WX03-028	SIGNI	R	Machine Spirit: Electric Machine	U	4				12000					{Constant} The cost to use your blue ARTS is reduced by 1C. || {Constant} As long as your LRIG Deck has 0 cards, this SIGNI's power is 18000.
Code Art C-V-Y	Spread Selector	WX03-029	SIGNI	R	Machine Spirit: Electric Machine	U	2				5000					{Constant} As long as you have a level 1 <Electric Machine> SIGNI on the field, this SIGNI gets +2000 power. || {Constant} As long as you have a level 3 <Electric Machine> SIGNI on the field, this SIGNI gets +3000 power. || {Constant} As long as you have a level 4 <Electric Machine> SIGNI on the field, this SIGNI gets +5000 power.
PICK UP	Spread Selector	WX03-030	Spell	R		U			1U1C			Piruluk Only				You and your opponent discard all cards from your hands, then draw cards equal to the largest number of cards discarded this way.
Beiar, Phantom Beast	Spread Selector	WX03-031	SIGNI	R	Living Spirit: Earth Beast	G	4				10000					{On-Play} Until end of turn, all of your SIGNI get +5000 power. || {Constant} When one of your SIGNI crushes your opponent's Life Cloth, put the top card of the deck into the Ener Zone.
Kano, Natural Plant	Spread Selector	WX03-032	SIGNI	R	Nature Spirit: Plant	G	2				5000					{Constant} During your turn, when a card is put into your Ener Zone, until end of turn, this SIGNI gets +3000 power. || {Constant} When this SIGNI's power is 15000 or more, banish this SIGNI and one of your opponent's SIGNI.
Super Loss	Spread Selector	WX03-033	Spell	R		G			4G						Ener Charge 2	Banish all of your opponent's SIGNI with power 12000 or more.
Code Anti Costaric	Spread Selector	WX03-034	SIGNI	R	Machine Spirit: Ancient Weapon	B	3				7000	Umuru Only			Discard an <Ancient Weapon> SIGNI from your hand. If you do, draw 2 cards.	{On-Play} When this SIGNI comes into play from the trash, until end of turn, one of your opponent's SIGNI gets -5000 power. (A SIGNI with power 0 or less is banished.)
Code Anti Megatron	Spread Selector	WX03-035	SIGNI	R	Machine Spirit: Ancient Weapon	B	2				3000					{Action} (Down, Put another one of your <Ancient Weapon> SIGNI into the trash) Banish one of your opponent's level 3 or less SIGNI.
Overflowing Knowledge	Spread Selector	WX03-036	Spell	R		C			3C							Draw 3 cards.
Archold, Gospel of the Future	Spread Selector	WX03-037	SIGNI	C	Image Spirit: Angel	W	3				7000				Search your deck for an <Angel> SIGNI, reveal it, and add it to your hand. Then, shuffle your deck.	{Constant} All of your other <Angel> SIGNI get +2000 power.
Zantetsu, Kunai	Spread Selector	WX03-038	SIGNI	C	War Spirit: Arm	W	1				2000					{Constant} All of your red SIGNI get +2000 power. || {Constant} As long as you have a red SIGNI on the field, this SIGNI's power is 5000.
Claymore, Trap Gun	Spread Selector	WX03-039	SIGNI	C	War Spirit: Weapon	R	3				7000				Search your deck for a <Weapon> SIGNI, reveal it, and add it to your hand. Then, shuffle your deck.	{Constant} All your other <Weapon SIGNI get +2000 power.
Corundum, Natural Stone	Spread Selector	WX03-040	SIGNI	C	Nature Spirit: Gem	R	1				2000					{Constant} All of your other green SIGNI get +2000 power. || {Constant} As long as you have a green SIGNI on the field, this SIGNI's power is 5000.
Hiramena, Water Phantom	Spread Selector	WX03-041	SIGNI	C	Living Spirit: Water Beast	U	3				7000				Search your deck for a <Water Beast> SIGNI, reveal it, and add it to your hand. Then, shuffle your deck.	{Constant} All of your other <Water Beast> SIGNI get +2000 power.
Code Art K-E-Y	Spread Selector	WX03-042	SIGNI	C	Machine Spirit: Electric Machine	U	1				1000				Draw a card.	{Action} (Down) Freeze one of your opponent's level 2 or less SIGNI.
ICE BREAK	Spread Selector	WX03-043	Spell	C		U			1C						Down and freeze one of your opponent's SIGNI.	Banish one of your opponent's frozen SIGNI.
Glamis, Natural Plant	Spread Selector	WX03-044	SIGNI	C	Nature Spirit: Plant	G	3				7000			<s><l>Search deck</l><f>/vp1pt40</f></s>	Search your deck for a <Plant> SIGNI, reveal it, and add it to your hand. Then, shuffle your deck.	{Constant} All of your other <Plant> SIGNI get +2000 power.
Komaris, Phantom Beast	Spread Selector	WX03-045	SIGNI	C	Living Spirit: Earth Beast	G	1				2000				Draw a card.	{Action} (Down) Until end of turn, all of your SIGNI get +5000 power.
Strike Impact	Spread Selector	WX03-046	Spell	C		G			1G			Midoriko Only				Until the end of the turn, one of your SIGNI gets +5000 power. Then, if the SIGNI's power is 15000 or more, it gains Lancer.
Code Anti Aztec	Spread Selector	WX03-047	SIGNI	C	Machine Spirit: Ancient Weapon	B	2				3000					{On-Play} Put one level 1 <Ancient Weapon> SIGNI into play from your trash. At the end of the turn, put that SIGNI into the trash.
Code Anti Cryskull	Spread Selector	WX03-048	SIGNI	C	Machine Spirit: Ancient Weapon	B	1				2000					When this SIGNI is put into play from the trash, this card's power becomes 5000 until end of turn.
Self Slash	Spread Selector	WX03-049	Spell	C		B			2B						Your opponent banishes one of their SIGNI.	Your opponent banishes one of their SIGNI.
Lives Gut	Spread Selector	WX03-050	Spell	C		B			1B						Add two <Devil> SIGNI from your trash to your hand.	Add one <Devil> SIGNI from your trash to your hand.
Tamayorihime, Vermillion Miko	Infected Selector	WX04-001,white	LRIG	LR	Tama	W	4	3W		11				<s><l>Search deck</l><f>/vp1pt40</f></s>		{On-Play} (1W) Add one white ARTS from your LRIG Trash to your LRIG Deck. || {Action} (Discard a total of two <Arm> or <Weapon> SIGNI from your hand) Return one of your opponent's SIGNI to their hand. || {Action} Exceed 2 (Put 2 cards from the bottom of this LRIG into the LRIG Trash) Search your deck for a SIGNI and put it onto the field. Then, shuffle your deck. This ability can only be used once per turn.
Yuzuki-Fourth Warning	Infected Selector	WX04-002,white	LRIG	LR	Yuzuki	R	4	3R		11						{Constant} As long as your opponent has four or less cards in the Ener Zone, all of your SIGNI get +2000 power. || {Action} (Put all red cards from your Ener Zone into the trash) If three or more red cards were put into the trash this way, crush one of your opponent's Life Cloth.
Mirurun Yocto	Infected Selector	WX04-003,white	LRIG	LR	Mirurun	U	4	3U		11						{On-Play} Look at your opponent's hand. You may use one of their spells as if it were in your hand without paying its cost and ignoring it's limiting condition. || {Action} (1U, Discard one <Atom> SIGNI and one Spell from your hand) Banish one of your opponent's SIGNI. || {Action} (2U) Cancel the effect of one spell. This ability can be used as a [Spell Cut-In].
Anne=Fourth, Melody of Horror	Infected Selector	WX04-004,white	LRIG	LR	Anne	G	4	2G1W		11						{Constant} As long as you have three <Beautiful Technique> SIGNI on the field, all of your SIGNI get +2000 power. || {Constant} When one of your opponent's SIGNI attacks, if you don't have a SIGNI in front of it, you may pay (1G1C) and discard one <Beautiful Technique> SIGNI from your hand. If you do, nullify that SIGNI's attack. || {Action} (1G1W) Search your deck for a <Beautiful Technique> SIGNI, reveal it, and add it to your hand. Then, shuffle your deck.
Iona, Ultima/Maiden	Infected Selector	WX04-005,white	LRIG	LR	Iona	B	5	0B		5						You can grow into this LRIG only if you have one or less Life Cloth. || {Constant} Skip your Grow Phase. || {Constant} All players can only draw one card during their draw phase. || {Constant} All players can only have one SIGNI on the field. (If a player already had two or more SIGNI on the field, that player puts SIGNI into the trash until they only have one SIGNI)
Ulith, Vermillion Enma	Infected Selector	WX04-006,white	LRIG	LR	Ulith	B	4	3B		11				<s><l>Search trash</l><f>/vp2at40</f></s>		{On-Play} (1B) Add one SIGNI from your trash to your hand. || {Action} (Discard two black SIGNI from your hand) Banish one of your opponent's SIGNI. || {Action} Exceed 2 (Put 2 cards from the bottom of this LRIG into the LRIG Trash) Put one of your black SIGNI on the field into your trash. If you do, add the top card of your deck to your Life Cloth. This ability can only be used once per turn.
Tamayorihime, Sixteenth Night Miko	Infected Selector	WX04-007,white	LRIG	LC	Tama	W	3	2W		7				<s><l>Search deck</l><f>/vp1pt40</f></s>		{On-Play} (1C) Search your deck for a white spell, reveal it, and add it to your hand. Then shuffle your deck.
Fafnir	Infected Selector	WX04-008,white	ARTS	LC		W			0W			Tama Only				[Timing: Main Phase] This turn, the cost of the next spell you use is reduced by 2W and cannot be cancelled by your opponent's effects.
Yuzuki-Three Armament	Infected Selector	WX04-009,white	LRIG	LC	Yuzuki	R	3	2R		7						{On-Play} Your opponent chooses one card with [Multi-Ener] from their Ener Zone, and put it into the trash.
Rekindling Effort	Infected Selector	WX04-010,white	ARTS	LC		R			2R			Hanayo/Yuzuki Only				[Timing: Main Phase] This card can only be used when there are four or more cards in your opponent's Ener Zone. Put up to two cards from your opponent's Ener Zone into the trash.
Code Piruluk E	Infected Selector	WX04-011,white	LRIG	LC	Piruluk	U	2	1U		4						{On-Play} (1U) From your LRIG Deck, you may use one blue ARTS with [Timing: Main Phase] whose total cost is 3 or less without paying its cost.
Mirurun Femto	Infected Selector	WX04-012,white	LRIG	LC	Mirurun	U	3	2U		8						
Mirurun Pico	Infected Selector	WX04-013,white	LRIG	LC	Mirurun	U	2	1U		5						
Mirurun Nano	Infected Selector	WX04-014,white	LRIG	LC	Mirurun	U	1	0U		2						
Mind Mines	Infected Selector	WX04-015,white	ARTS	LC		U			1U			Mirurun Only				[Timing: Main Phase] Your opponent reveals cards from the top of their deck until they reveal a spell. Then, put the revealed spell into the check zone and shuffle the other cards back into the deck. You may use that spell as if it were in your hand without paying its cost and ignoring its limiting condition. If you did not use it, put the spell into the opponent's trash.
Midoriko, Abundant Girl Type Three	Infected Selector	WX04-016,white	LRIG	LC	Midoriko	G	3	2G		8						{Constant} Skip your grow phase. || {Constant} All of your <Sky Beast> and <Earth Beast> SIGNI get +2000 power.
Anne=Third, Trusting Oracle	Infected Selector	WX04-017,white	LRIG	LC	Anne	G	3	1G1W		8						
Anne=Second, Value of Excess Knowledge	Infected Selector	WX04-018,white	LRIG	LC	Anne	G	2	1G		5						
Anne=First, Creation of the Imagination	Infected Selector	WX04-019,white	LRIG	LC	Anne	G	1	0G		2						
Golden Opportunity	Infected Selector	WX04-020,white	ARTS	LC		G			1G			Anne Only				[Timing: Main Phase] Reveal the top three cards of your deck. Add all <Beautiful Technique> SIGNI from them into your hand, and put the rest of them into the trash.
Ulith, Enma of Suffering	Infected Selector	WX04-021,white	LRIG	LC	Ulith	B	4	3G		11						{Action} (Put one of your [Charms] into the trash) Each player puts the top three cards of their deck into the trash. This ability can only be used once per turn. || {Action} (Put two of your [Charms] into the trash) Add one black SIGNI from your trash to your hand. This ability can only be used once per turn. || {Action} (Put three of your [Charms] into the trash) Banish one of your opponent's SIGNI.
Iona, Pluto/Maiden	Infected Selector	WX04-022,white	LRIG	LC	Iona	B	3	2B		8						
Iona, Uranus/Maiden	Infected Selector	WX04-023,white	LRIG	LC	Iona	B	2	1B		5						
Iona, Nepto/Maiden	Infected Selector	WX04-024,white	LRIG	LC	Iona	B	1	0B		2						
Dark Matter	Infected Selector	WX04-025,white	ARTS	LC		B			3B			Iona Only				[Timing: Attack Phase] All players put one of their SIGNI into the trash. Then, if you have no SIGNI on the field, add the top card of your deck to your Life Cloth.
Oversalvage	Infected Selector	WX04-026,white	ARTS	LC		C			3C							[Timing: Main Phase] Add up to two SIGNI with the same color as your LRIG from your trash to your hand.
Doping	Infected Selector	WX04-027,white	ARTS	LC		C			0C							[Timing: Main Phase; Attack Phase; Spell Cut-In] Until end of turn, one SIGNI gets +3000 power.
Banishing	Infected Selector	WX04-028,white	ARTS	LC		C			4C							[Timing: Main Phase] Banish one of your opponent's SIGNI.
Code Labyrinth Queen	Infected Selector	WX04-029	SIGNI	SR	Machine Spirit: Labyrinth	W	4				12000	Iona Only			Search your deck for a <Labyrinth> SIGNI, reveal it, and add it to your hand or put it into play. Then, shuffle your deck.	{Constant} When one of your opponent's SIGNI attacks, until end of turn, all of your <Labyrinth> SIGNI get +1000 power. Then, if there is no SIGNI in front of the attacking SIGNI, you may put this SIGNI in front of the attacking SIGNI.
Tri Signal	Infected Selector	WX04-030	Spell	SR		W			3W2C			Iona Only			Discard one <Labyrinth> SIGNI from your hand. If you do, your opponent puts one of their SIGNI into the trash.	For each of your <Labyrinth> SIGNI on the field, the cost to use this spell is reduced by 1W. Return one of your opponent's SIGNI to their deck, and your opponent shuffles their deck.
